work_key,source_month,axis,lens,architecture,field,value,unit,verbatim_anchor
10.1021/acsenergylett.5c01128,,interfaces,experimental,unknown,pce_champion,14.95,%,The TMCB ETL has been demonstrated to facilitate CsSnI 3 -based perovskite solar cells to achieve a remarkable power conversion efficiency of 14.95% with a
10.1021/jacs.5c05801,,interfaces,experimental,p-i-n,pce_champion,26.11,%,"TPA2P-based inverted PSCs achieve a high power conversion efficiency of 26.11%, an exceptional fill factor of 85.03%, and outstanding operational stability under continuous illumination."
10.1007/s40820-024-01631-x,,stability,experimental,tandem_2T,pce_champion,31.5,%,"When integrated with double-textured silicon heterojunction solar cells, a remarkable PCE of 31.5% is achieved for a 1.04 cm2 monolithic perovskite/silicon tandem solar cell, exhibiting"
10.1007/s40820-024-01631-x,,stability,experimental,tandem_2T,active_area_cm2,1.04,cm2,a remarkable PCE of 31.5% is achieved for a 1.04 cm2 monolithic perovskite/silicon tandem solar cell
10.1007/s40820-024-01631-x,,stability,experimental,tandem_2T,t80_h,755,h,exhibiting excellent long-term operational stability (T 80 = 755 h) without encapsulation in ambient air
10.1002/adma.202500988,,composition,experimental,unknown,pce_champion,25.6,%,The passivation of SMOR-based 1D perovskite boosts the device efficiency to 25.6% (certified 24.7%).
10.1002/adma.202500988,,composition,experimental,unknown,pce_certified,24.7,%,The passivation of SMOR-based 1D perovskite boosts the device efficiency to 25.6% (certified 24.7%).
10.1002/adma.202500988,,composition,experimental,unknown,t80_h,1000,h,the unpackaged device can maintain >80% of its initial efficiency after stable operation at 85 °C for 1000 h
10.1002/adma.202501156,,composition,experimental,unknown,pce_champion,11.18,%,"Consequently, a quasi-2D RP Sn-based PSC with a champion efficiency of 11.18% is obtained."
10.1126/science.ado2351,,defects,experimental,p-i-n,pce_champion,26.2,%,Planar p-i-n PSCs (0.074 square centimeters) and modules (9.6 square centimeters) with MoS 2 /perovskite/MoS 2 configuration achieve PCEs up to 26.2% (certified steady-state PCE
10.1126/science.ado2351,,defects,experimental,p-i-n,pce_certified,25.9,%,PSCs (0.074 square centimeters) and modules (9.6 square centimeters) with MoS 2 /perovskite/MoS 2 configuration achieve PCEs up to 26.2% (certified steady-state PCE of 25.9%)
10.1126/science.ado2351,,defects,experimental,p-i-n,active_area_cm2,0.074,cm2,Planar p-i-n PSCs (0.074 square centimeters) and modules (9.6 square centimeters) with MoS 2 /perovskite/MoS 2 configuration achieve PCEs up to 26.2% (certified steady-state PCE
10.1021/acsaem.4c02618,,defects,experimental,unknown,pce_champion,24.19,%,"Specifically, the V OC of the modified device increases from 1.09 to 1.17 V, and the PCE reaches 24.19%."
10.1021/acsaem.4c02534,,defects,experimental,unknown,pce_champion,12.85,%,"substantial improvements in the FASnI 3 film resulted in an enhanced open-circuit voltage, elevating the power conversion efficiency of Sn-PSC from 10.23% (pristine) to 12.85%"
10.1021/acsaem.5c00084,,defects,experimental,n-i-p,pce_champion,16.15,%,"Through effective management of crystallization and defect passivation, we observe a substantial increase in PCE from 13.44% to 16.15%."
10.1002/smll.202500695,,defects,experimental,unknown,pce_champion,22.59,%,"As a result, CF351‐doped PSCs achieve a PCE of 22.59%, significantly surpassing the 20.42% of control devices."
10.1002/ente.202500305,,defects,experimental,unknown,pce_champion,17.91,%,"With the GA2SO4‐modification, hole‐selective layer ‐free carbon‐electrode‐based PSCs (C‐PSCs) are fabricated and exhibited a higher power conversion efficiency of 17.91%, followed by enhanced environmental stability."
10.1002/smll.202412628,,defects,experimental,n-i-p,pce_champion,24.75,%,the target PSC realizes 24.75% power conversion efficiency (PCE) and retains 92% for 1100 h during maximum power point tracking (MPPT) at room temperature
10.1002/smll.202412628,,defects,experimental,n-i-p,t80_h,2500,h,over 80% of initial PCE has been reserved after 2500 h aging in 25–30% relative humidity (RH)
10.1021/acs.jpclett.5c00521,,defects,experimental,p-i-n,pce_champion,25.06,%,"the IP1-modified device achieves a high power conversion efficiency (PCE) of 25.06%, representing the highest value among n-type polymer-incorporated PSCs"
10.1002/solr.202500153,,defects,experimental,unknown,pce_champion,21.31,%,Optimized PSCs with APz achieve a power conversion efficiency (PCE) of 21.31% and retain over 94% of their initial PCE after 20 days of ambient
10.1021/acs.jpclett.5c01155,,defects,experimental,unknown,pce_champion,23.85,%,the champion PCE of the optimized perovskite solar cells (PSCs) was increased from 21.69 to 23.85% at the appropriate GMS post-treatment concentration
10.1021/acs.jpclett.5c00961,,defects,experimental,unknown,pce_champion,24.74,%,"our champion rigid and flexible PSCs utilizing CF 3 PMAI high-temperature annealing achieve remarkable power conversion efficiencies (PCEs) of 24.74% and 23.82%, respectively"
10.1002/solr.202500351,,defects,experimental,n-i-p,pce_champion,17.27,%,"the TMBr‐modified device achieved a remarkable open‐circuit voltage ( V OC ) of 1.324 V, and thus, associated with a high PCE of 17.27%"
10.1021/acs.jpclett.5c01590,,defects,experimental,unknown,pce_champion,25.23,%,an encouraging power conversion efficiency (PCE) of 25.23% was achieved with impressive stability
10.1021/acs.jpclett.5c01590,,defects,experimental,unknown,active_area_cm2,65,cm2,a PCE of 20% was obtained for large-area (65 cm 2 ) modules
10.1021/acsaem.5c01626,,defects,experimental,unknown,pce_champion,21.82,%,an efficiency increases from 18.07 to 21.82% was achieved at a low concentration of 0.2 mg/mL
10.1021/acsaem.5c01079,,defects,experimental,p-i-n,pce_champion,19.3,%,"Optimized incorporation of TFM-PBA (1 mg/mL) yields a power conversion efficiency (PCE) of 19.3%, significantly higher than 15.0% for the control"
10.1002/solr.202500529,,defects,experimental,unknown,pce_champion,11.09,%,"the device showed a power conversion efficiency enhancement from 9.77% to 11.09%, together with notably improved device stability"
10.1021/acsaem.5c02987,,defects,experimental,p-i-n,pce_champion,26.06,%,"The optimized device achieved a power conversion efficiency (PCE) of 26.06%, which is significantly higher than the 23.75% achieved by the control group"
10.3390/nano15201602,,defects,experimental,unknown,pce_champion,16.85,%,"the champion device with KSCN (0.5 mol%) + KCl (1 mol%) exhibits a power conversion efficiency (PCE) of 16.85%, representing a 19.4% improvement over the"
10.1021/acsami.5c04349,,interfaces,experimental,p-i-n,pce_champion,10.2,%,the dual interface modification delivers a power conversion efficiency (PCE) of 10.2% with a fill factor of 82.3%
10.1002/aenm.202405675,,interfaces,experimental,tandem_2T,pce_champion,29.8,%,a 1 cm2 monolithic perovskite/silicon tandem device achieving a PCE of 29.8% is demonstrated
10.1002/aenm.202405675,,interfaces,experimental,tandem_2T,active_area_cm2,1,cm2,a 1 cm2 monolithic perovskite/silicon tandem device achieving a PCE of 29.8% is demonstrated
10.1002/aenm.202500410,,interfaces,experimental,unknown,pce_champion,25.02,%,"an efficiency of 25.02% is achieved, along with exceptional operational stability"
10.1002/aenm.202503252,,interfaces,experimental,p-i-n,pce_champion,26.78,%,Devices based on MCC‐doped SAMs achieve outstanding power conversion efficiencies of 26.78% (certified 300s steady‐state 26.65%) and 23.78% for PSCs based on 1.53 and 1.67
10.1002/aenm.202503252,,interfaces,experimental,p-i-n,pce_certified,26.65,%,Devices based on MCC‐doped SAMs achieve outstanding power conversion efficiencies of 26.78% (certified 300s steady‐state 26.65%) and 23.78% for PSCs based on 1.53 and 1.67
10.1002/anie.202500947,,interfaces,experimental,unknown,pce_champion,25.8,%,"an impressive power conversion efficiency (PCE) of 25.8 % is obtained, setting a new efficiency benchmark for single-crystal PSCs"
10.1002/anie.202502221,,interfaces,theory,p-i-n,pce_champion,21.6,%,"the TPAI‐treated CsPbI 3 PSCs achieve a high power conversion efficiency (PCE) of 21.60%, the highest reported value for inverted CsPbI 3 PSCs, maintaining 96.71%"
10.1002/anie.202424479,,interfaces,experimental,n-i-p,pce_champion,24.22,%,the power conversion efficiency (PCE) value of the AMPA‐modified PSCs is enhanced from 19.91% to 24.22%
10.1002/anie.202512660,,interfaces,scale_up,p-i-n,pce_champion,26.58,%,the regulated SAMs based inverted PSCs (0.09 cm 2 ) and mini‐module (aperture area of 14.40 cm 2 ) achieves efficiency of 26.58% (certificated 25.81%)
10.1002/anie.202512660,,interfaces,scale_up,p-i-n,pce_certified,25.81,%,the regulated SAMs based inverted PSCs (0.09 cm 2 ) and mini‐module (aperture area of 14.40 cm 2 ) achieves efficiency of 26.58% (certificated 25.81%)
10.1002/anie.202512660,,interfaces,scale_up,p-i-n,active_area_cm2,0.09,cm2,the regulated SAMs based inverted PSCs (0.09 cm 2 ) and mini‐module (aperture area of 14.40 cm 2 ) achieves efficiency of 26.58% (certificated 25.81%)
10.1002/anie.202518552,,interfaces,experimental,unknown,pce_champion,20.7,%,"the optimized devices achieved a champion power conversion efficiency of 20.7%, among the highest for fully solution‐processed planar HTL‐free C‐PSCs"
10.1002/anie.202511317,,interfaces,experimental,p-i-n,pce_champion,25.47,%,"the optimized devices using vacuum-evaporated SAM films achieve an impressive power conversion efficiency (PCE) of 25.47% (certified 25.38%), among the highest PCEs reported for F-PSCs"
10.1002/anie.202511317,,interfaces,experimental,p-i-n,pce_certified,25.38,%,"the optimized devices using vacuum-evaporated SAM films achieve an impressive power conversion efficiency (PCE) of 25.47% (certified 25.38%), among the highest PCEs reported for F-PSCs"
10.1126/sciadv.adr2290,,defects,experimental,unknown,pce_champion,24.64,%,"Consequently, the CL(FTA)-modified flexible PSCs achieved a record-breaking efficiency of 24.64% (certified 24.08%)."
10.1126/sciadv.adr2290,,defects,experimental,unknown,pce_certified,24.08,%,"Consequently, the CL(FTA)-modified flexible PSCs achieved a record-breaking efficiency of 24.64% (certified 24.08%)."
10.34734/fzj-2026-01040,,interfaces,experimental,unknown,pce_champion,26.01,%,"Accordingly, the target solar cell yields a hero power conversion efficiency (PCE) of 26.01% and a maximum open-circuit voltage (VOC) of 1.23 V, representing the"
10.1021/acsnano.5c07298,,composition,experimental,unknown,pce_champion,14.98,%,"Thereby, the 2A2CA-modified tin PSCs achieve a champion efficiency of 14.98% and maintain 90% after storing for over 2200 h in a nitrogen atmosphere."
10.1002/aenm.202406046,,defects,experimental,p-i-n,pce_champion,25.6,%,the PSC achieved a power conversion efficiency (PCE) of 25.60% and maintained more than 90% efficiency after 3000 h under one solar equivalent light and
10.1021/acs.accounts.5c00612,,composition,scale_up,none,pce_certified,27.3,%,"In 2012, our first report of a long-term stable solid-state PSC initiated a new field, which triggered a certified power conversion efficiencies (PCEs) of 27.3%"
10.1016/j.jpowsour.2025.237926,,defects,experimental,n-i-p,pce_champion,20.84,%,"As a result, devices with the modified ETL exhibit a significant performance enhancement, achieving an optimal power conversion efficiency (PCE) of 20.84 % compared to"
10.1038/s41467-025-57195-w,,architecture,experimental,tandem_2T,pce_champion,28.81,%,"Furthermore, all-perovskite tandem devices yield efficiencies of 28.12% (two-terminal) and 28.81% (four-terminal)."
10.1038/s41467-025-57195-w,,architecture,experimental,tandem_2T,pce_stabilised,23.12,%,both the perovskite precursors and the buried hole transport layers enables single-junction 1.25 eV-bandgap Sn-Pb perovskite solar cells to achieve a steady-state efficiency of 23.12%
10.1038/s41467-025-58111-y,,architecture,scale_up,tandem_2T,pce_champion,28.94,%,"By combining with a 1.26 eV narrow-bandgap (NBG) PSC, we further fabricate 2-terminal all-perovskite tandem solar cells (TSCs) with a PCE of 28.94% (28.78% certified)"
10.1038/s41467-025-58111-y,,architecture,scale_up,tandem_2T,pce_certified,28.78,%,we further fabricate 2-terminal all-perovskite tandem solar cells (TSCs) with a PCE of 28.94% (28.78% certified) for 0.087 cm2
10.1038/s41467-025-58111-y,,architecture,scale_up,tandem_2T,active_area_cm2,0.087,cm2,we further fabricate 2-terminal all-perovskite tandem solar cells (TSCs) with a PCE of 28.94% (28.78% certified) for 0.087 cm2
10.1038/s41467-025-62661-6,,architecture,experimental,unknown,pce_champion,29.6,%,"When integrated into a tandem configuration, the device attains an impressive PCE of 29.6% (certified PCE of 29.2%, one of the highest certified efficiencies to"
10.1038/s41467-025-62661-6,,architecture,experimental,unknown,pce_certified,29.2,%,"the device attains an impressive PCE of 29.6% (certified PCE of 29.2%, one of the highest certified efficiencies to date)"
10.1038/s41467-025-64038-1,,architecture,experimental,module,pce_champion,22.0,%,achieving maximum efficiency of 22.0% for 10.4 cm2 mini-modules.
10.1038/s41467-025-64038-1,,architecture,experimental,module,active_area_cm2,10.4,cm2,the all-perovskite tandem photovoltaic mini-modules exhibited an average efficiency of 22.0 ± 0.4% with an aperture area of 10.4 cm2
10.1002/aenm.202405941,,composition,experimental,unknown,pce_champion,14.2,%,"Employing this low‐toxic solvent engineering, low‐D/3D Pb‐Sn perovskites are successfully prepared with a champion power conversion efficiency (PCE) of 14.2%."
10.1021/acsnano.5c03542,,architecture,experimental,unknown,pce_champion,28.83,%,"When integrated with a narrow-bandgap (FA 0.6 MA 0.3 Cs 0.1 Pb 0.5 Sn 0.5 I 3 ) subcell, a PCE of 28.83% was obtained"
10.1021/acsami.4c20406,,defects,theory,unknown,pce_champion,22.21,%,open-circuit-voltage ( V OC ) deficit of the WBG (1.65 eV) PSCs to 0.39 V and increases the efficiency to a competitive value of 22.21%.
10.1021/acsami.5c07089,,defects,experimental,p-i-n,pce_champion,24.65,%,"Consequently, the power conversion efficiency (PCE) of the devices significantly improves from 22.01 to 24.65% (with a certified PCE of 24.01%), while the operational stability"
10.1021/acsami.5c07089,,defects,experimental,p-i-n,pce_certified,24.01,%,the power conversion efficiency (PCE) of the devices significantly improves from 22.01 to 24.65% (with a certified PCE of 24.01%)
10.1002/adma.202505475,,stability,scale_up,module,pce_champion,25.8,%,"PSCs incorporating PTZ‐Fl exhibit power conversion efficiencies (PCEs) up to 25.8% (certified 25.2% under reverse scan), retaining 80% of their initial performance after 1000 h"
10.1002/adma.202505475,,stability,scale_up,module,pce_certified,25.2,%,PSCs incorporating PTZ‐Fl exhibit power conversion efficiencies (PCEs) up to 25.8% (certified 25.2% under reverse scan)
10.1002/adma.202505475,,stability,scale_up,module,t80_h,1000,h,retaining 80% of their initial performance after 1000 h under ISOS‐L‐3 protocol
10.1002/adma.202513281,,stability,experimental,tandem_2T,pce_champion,29.0,%,"When incorporated into tandem devices, a high PCE of 29.0% (certified 28.06%) is obtained."
10.1002/adma.202513281,,stability,experimental,tandem_2T,pce_certified,28.06,%,"When incorporated into tandem devices, a high PCE of 29.0% (certified 28.06%) is obtained."
10.1002/adma.202514735,,stability,experimental,p-i-n,pce_champion,26.23,%,The resulting PSCs achieve a certified efficiency of 26.23% (steady‐state 25.42%) over 1 cm 2 areas.
10.1002/adma.202514735,,stability,experimental,p-i-n,pce_certified,26.23,%,The resulting PSCs achieve a certified efficiency of 26.23% (steady‐state 25.42%) over 1 cm 2 areas.
10.1002/adma.202514735,,stability,experimental,p-i-n,pce_stabilised,25.42,%,The resulting PSCs achieve a certified efficiency of 26.23% (steady‐state 25.42%) over 1 cm 2 areas.
10.1002/adma.202514735,,stability,experimental,p-i-n,active_area_cm2,1,cm2,The resulting PSCs achieve a certified efficiency of 26.23% (steady‐state 25.42%) over 1 cm 2 areas.
10.1021/acsenergylett.5c01244,,architecture,experimental,tandem_2T,pce_champion,31.4,%,"enabling the achievement of perovskite-silicon tandems with a certified PCE of 31.4%, which is among the best-performing tandem devices utilizing commercial silicon subcells."
10.1021/acsenergylett.5c01244,,architecture,experimental,tandem_2T,pce_certified,31.4,%,"enabling the achievement of perovskite-silicon tandems with a certified PCE of 31.4%, which is among the best-performing tandem devices utilizing commercial silicon subcells."
10.1021/acsenergylett.5c02408,,architecture,experimental,tandem_2T,pce_champion,32.39,%,"Finally, the WBG perovskite solar cell yields an efficiency of 23.88%, while the two-terminal perovskite-silicon tandem device reaches 32.39% efficiency with good operational stability, retaining"
10.1002/anie.202516433,,composition,experimental,p-i-n,pce_champion,26.19,%,"As a result, the p‐i‐n inverted perovskite solar cells (PSCs) incorporating GUFCl achieve a champion efficiency of 26.19% with significantly improved operational stability."
10.1038/s41467-024-55653-5,,interfaces,experimental,p-i-n,pce_champion,26.53,%,The champion inverted device yields a high power conversion efficiency (PCE) of 26.53% (certified 26.02%).
10.1038/s41467-024-55653-5,,interfaces,experimental,p-i-n,pce_certified,26.02,%,The champion inverted device yields a high power conversion efficiency (PCE) of 26.53% (certified 26.02%).
10.1038/s41467-025-66225-6,,interfaces,scale_up,n-i-p,pce_champion,26.43,%,"Here, authors incorporate a bifunctional antisymmetric molecule anchoring on tin oxide and perovskite, achieving maximum efficiency of 26.43% in perovskite solar cells."
10.1016/j.esci.2025.100451,,stability,experimental,p-i-n,pce_champion,26.74,%,"The HASS-modulated PSC could reach the champion PCE of 26.74% (certified 26.56%), which is remarkable for inverted PSCs prepared under ambient conditions."
10.1016/j.esci.2025.100451,,stability,experimental,p-i-n,pce_certified,26.56,%,"The HASS-modulated PSC could reach the champion PCE of 26.74% (certified 26.56%), which is remarkable for inverted PSCs prepared under ambient conditions."
10.1038/s41566-025-01791-1,,defects,experimental,p-i-n,pce_champion,27.02,%,This approach allows p–i–n perovskite solar cells to achieve a record power conversion efficiency (PCE) of 27.02% (certified 26.96% with a maximum-power-point-tracking PCE of 26.61%).
10.1038/s41566-025-01791-1,,defects,experimental,p-i-n,pce_certified,26.96,%,This approach allows p–i–n perovskite solar cells to achieve a record power conversion efficiency (PCE) of 27.02% (certified 26.96% with a maximum-power-point-tracking PCE of 26.61%).
10.1038/s41566-025-01791-1,,defects,experimental,p-i-n,pce_stabilised,26.61,%,This approach allows p–i–n perovskite solar cells to achieve a record power conversion efficiency (PCE) of 27.02% (certified 26.96% with a maximum-power-point-tracking PCE of 26.61%).
10.1038/s41566-025-01791-1,,defects,experimental,p-i-n,active_area_cm2,1,cm2,Devices with an active area of 1 cm 2 deliver a PCE of 25.95%.
10.1002/cey2.710,,defects,experimental,unknown,pce_champion,12.22,%,"the best efficiency of 12.22%, compared to 0.647 V and 10.2% for the reference device"
10.1002/adma.202419573,,composition,experimental,unknown,pce_champion,30.3,%,the optimized 2D perovskite device reaches a power conversion efficiency (PCE) of 30.30% and an open‐circuit voltage (V OC ) of 936 mV under 1000
10.1126/science.adv4701,,interfaces,experimental,p-i-n,pce_champion,26,%,"Using CPMAC, we obtained ~26% power conversion efficiencies (PCEs) with ~2% degradation after 2100 hours of 1-sun operation at 65°C."
10.1126/science.adv4701,,interfaces,experimental,p-i-n,active_area_cm2,6,cm2,"For minimodules (four subcells, 6 square centimeters), we achieved a PCE of ~23% with <9% degradation after 2200 hours of operation at 55°C."
10.1038/s41467-024-55652-6,,defects,experimental,p-i-n,pce_champion,23.7,%,reach a 23.7% power conversion efficiency (PCE) (22.9% certified) under AM 1.5 G illumination
10.1038/s41467-024-55652-6,,defects,experimental,p-i-n,pce_certified,22.9,%,a 23.7% power conversion efficiency (PCE) (22.9% certified) under AM 1.5 G illumination and a 42.46% PCE under 1000 lux indoor light illumination
10.1038/s41467-024-55377-6,,stability,experimental,tandem_2T,pce_champion,30.78,%,"deliver efficiencies of 28.03 % and 30.78 % (certified 30.26 %), respectively"
10.1038/s41467-024-55377-6,,stability,experimental,tandem_2T,pce_certified,30.26,%,achieve certified efficiency of 30.26% for perovskite/silicon tandem solar cells
10.1038/s41467-025-56409-5,,defects,experimental,unknown,pce_champion,26.05,%,show a maximum power conversion efficiency of 26.05% (a certified value of 25.44%)
10.1038/s41467-025-56409-5,,defects,experimental,unknown,pce_certified,25.44,%,show a maximum power conversion efficiency of 26.05% (a certified value of 25.44%)
10.1038/s41467-025-64550-4,,stability,experimental,unknown,pce_champion,26.7,%,"The resulting DMS-modulated PSCs achieve a remarkable power conversion efficiency (PCE) of up to 26.70%, with a certified PCE of 26.48%."
10.1038/s41467-025-64550-4,,stability,experimental,unknown,pce_certified,26.48,%,"The resulting DMS-modulated PSCs achieve a remarkable power conversion efficiency (PCE) of up to 26.70%, with a certified PCE of 26.48%."
10.1021/acs.nanolett.5c03589,,defects,experimental,p-i-n,pce_champion,25.5,%,"The rigid and flexible PVSCs yield high power conversion efficiencies of 25.50% and 24.56%, respectively."
10.1002/aenm.202503611,,scale_up,review,unknown,pce_champion,10.7,%,exhibiting a maximum power conversion efficiency (PCE) of 10.7% and an impressive fill factor (FF) of 79%
10.1021/acsenergylett.5c00074,,defects,experimental,module,pce_champion,26.22,%,This combined strategy achieved a high power conversion efficiency (PCE) of 26.22% for small-area PSCs (0.045 cm 2 )
10.1021/acsenergylett.5c00074,,defects,experimental,module,active_area_cm2,0.045,cm2,for small-area PSCs (0.045 cm 2 ) and 89% PCE retention under continuous illumination for 2000 h
10.1021/acsenergylett.5c01599,,defects,experimental,unknown,pce_champion,24.16,%,leading to a maximum PCE of 24.16% (fill factor of 84.75%) with improved storage and thermal stability in the corresponding PSCs
10.1021/acsenergylett.5c02406,,defects,experimental,unknown,pce_champion,20.6,%,champion power conversion efficiency (PCE) of 20.6% for F-PEAI-passivated perovskites with a bandgap of 1.7 eV
10.1021/acsenergylett.5c02406,,defects,experimental,unknown,active_area_cm2,1,cm2,1 cm 2 PSCs with a PCE of 18.24%
10.1021/acsenergylett.5c01711,,defects,experimental,module,pce_champion,25.9,%,we achieved power conversion efficiencies of 25.9% (25.24% certified) in 0.09 cm 2 lab-scale cells
10.1021/acsenergylett.5c01711,,defects,experimental,module,pce_certified,25.24,%,we achieved power conversion efficiencies of 25.9% (25.24% certified) in 0.09 cm 2 lab-scale cells
10.1021/acsenergylett.5c01711,,defects,experimental,module,active_area_cm2,0.09,cm2,in 0.09 cm 2 lab-scale cells and 19.2% in 30 cm × 30 cm industrial-scale solar modules
10.1021/jacs.5c13264,,stability,experimental,tandem_2T,pce_certified,28,%,The monolithic perovskite/CIGS tandem devices achieve a certified stabilized efficiency exceeding 28%
10.1021/jacs.5c13264,,stability,experimental,tandem_2T,pce_stabilised,28,%,The monolithic perovskite/CIGS tandem devices achieve a certified stabilized efficiency exceeding 28%
10.1021/jacs.5c13264,,stability,experimental,tandem_2T,t80_h,1123,h,a notably extended T 80 lifetime of 1123 h under maximum power point tracking with full-spectrum AM 1.5G illumination
10.1039/d4ee06142j,,composition,experimental,unknown,pce_champion,15.02,%,which effectively boost the PCE of tin perovskite solar cells up to 15.02%
10.1002/aenm.202405212,,composition,experimental,unknown,pce_champion,25.39,%,"The resultant rigid and flexible solar cells exhibited an enhanced power conversion efficiency (PCE) from the initial 24.48% to 25.39%, as well as 23.86% to"
10.1002/anie.202505876,,stability,theory,p-i-n,pce_certified,26.74,%,the assembled inverted PSCs achieve a certified reverse-scanning power conversion efficiency (PCE) of 26.74% and a certified stabilized power output (SPO) efficiency of 26.12% (from
10.1002/anie.202505876,,stability,theory,p-i-n,pce_stabilised,26.12,%,the assembled inverted PSCs achieve a certified reverse-scanning power conversion efficiency (PCE) of 26.74% and a certified stabilized power output (SPO) efficiency of 26.12% (from
10.1002/anie.202502117,,stability,experimental,n-i-p,pce_champion,26.13,%,the optimized n–i–p PSCs exhibit a high efficiency of 26.13% and maintain over 88% of their initial efficiency after 1000 h maximum power point (MPP)
10.1002/anie.202509065,,stability,experimental,p-i-n,pce_champion,26.11,%,This dual-functional synergy yielded a power conversion efficiency (PCE) of 26.11% in our best device
10.1002/anie.202518592,,stability,experimental,unknown,pce_champion,26.66,%,Vacuum flash‐assisted solution‐processed PSCs incorporating PBD‐passivated films with optimized homogeneity achieved a PCE of 26.66% (certified 26.33%)
10.1002/anie.202518592,,stability,experimental,unknown,pce_certified,26.33,%,Vacuum flash‐assisted solution‐processed PSCs incorporating PBD‐passivated films with optimized homogeneity achieved a PCE of 26.66% (certified 26.33%)
10.1002/adma.202502142,,stability,experimental,unknown,active_area_cm2,0.2,cm2,"Encapsulated and unmasked ETU‐treated devices, with an active area of 0.2 cm 2 , retained > 93 % of their initial power conversion efficiency (PCE)"
10.1002/adma.202502142,,stability,experimental,unknown,t80_h,600,h,1 cm 2 ETU‐treated devices maintained T80 (the duration for the PCE to decay to 80 % of the initial value) for > 600 hours
10.1002/adma.202504520,,stability,experimental,tandem_2T,pce_champion,31.26,%,"The 4‐PhCz‐based perovskite/silicon tandem cell achieves a V OC of 1.96 V and a PCE of 31.26%, retaining 92% of its initial efficiency after 1000"
10.1038/s41467-025-64728-w,,scale_up,scale_up,p-i-n,pce_champion,26.63,%,"efficiencies of 26.63% (certified 26.40%) for a 0.09-cm2 inverted PSCs, 25.34% for a 1-cm2 device, and 23.08% for a 12.96-cm2 mini-module were obtained"
10.1038/s41467-025-64728-w,,scale_up,scale_up,p-i-n,pce_certified,26.4,%,"efficiencies of 26.63% (certified 26.40%) for a 0.09-cm2 inverted PSCs, 25.34% for a 1-cm2 device, and 23.08% for a 12.96-cm2 mini-module were obtained"
10.1038/s41467-025-64728-w,,scale_up,scale_up,p-i-n,active_area_cm2,0.09,cm2,"efficiencies of 26.63% (certified 26.40%) for a 0.09-cm2 inverted PSCs, 25.34% for a 1-cm2 device, and 23.08% for a 12.96-cm2 mini-module were obtained"
10.1002/adma.202413841,,composition,experimental,unknown,pce_champion,25.51,%,The resulting 1D/3D heterostructure facilitates perovskite solar cells (PSCs) to not only achieve a record efficiency of 25.51% through 1D perovskite passivation but also significantly
10.1002/adma.202419750,,composition,experimental,module,pce_certified,22.06,%,demonstrated by 30 cm × 30 cm FAPbI3 perovskite submodules with a certified efficiency of 22.06%.
10.1002/adma.202504321,,composition,experimental,tandem_2T,pce_champion,28.99,%,the fabricated 2‐terminal AP‐TSCs achieve a PCE of 28.99% (certified 28.81%)
10.1002/adma.202504321,,composition,experimental,tandem_2T,pce_certified,28.81,%,the fabricated 2‐terminal AP‐TSCs achieve a PCE of 28.99% (certified 28.81%)
10.1002/adma.202504321,,composition,experimental,tandem_2T,t80_h,501,h,The tandem device maintains 80% of its initial PCE after 501 h of operation at maximum power point.
10.1002/adma.202506291,,composition,scale_up,unknown,pce_champion,25.8,%,"Finally, a record power conversion efficiency (PCE) of 25.8% for 0.09 cm 2 perovskite solar cells and 19.8% for 52 cm 2 mini‐module is achieved"
10.1002/adma.202506291,,composition,scale_up,unknown,active_area_cm2,0.09,cm2,a record power conversion efficiency (PCE) of 25.8% for 0.09 cm 2 perovskite solar cells
10.1002/aenm.202500598,,scale_up,scale_up,p-i-n,pce_champion,18.73,%,The resultant inverted PSMs based on a sole NiO hole‐transport layer achieved certified efficiencies of 18.73% and 14.62% with aperture areas of 100.15 and 2123.18
10.1002/aenm.202500598,,scale_up,scale_up,p-i-n,pce_certified,18.73,%,The resultant inverted PSMs based on a sole NiO hole‐transport layer achieved certified efficiencies of 18.73% and 14.62% with aperture areas of 100.15 and 2123.18
10.1002/aenm.202500598,,scale_up,scale_up,p-i-n,active_area_cm2,100.15,cm2,achieved certified efficiencies of 18.73% and 14.62% with aperture areas of 100.15 and 2123.18 cm2
10.1126/science.adx9650,,scale_up,scale_up,module,pce_champion,24.0,%,The strategy yields power conversion efficiencies of 24.0% (in a 100-square centimeter rigid module) and 20.7% (in a flexible counterpart)
10.1126/science.adx9650,,scale_up,scale_up,module,active_area_cm2,100,cm2,power conversion efficiencies of 24.0% (in a 100-square centimeter rigid module)
10.1038/s41467-025-66752-2,,scale_up,scale_up,n-i-p,pce_champion,20.95,%,"The best perovskite solar module (PSM) achieves a certified power conversion efficiency (PCE) of 20.95% for a 12.83 cm² aperture area, standing out as one"
10.1038/s41467-025-66752-2,,scale_up,scale_up,n-i-p,pce_certified,20.95,%,"The best perovskite solar module (PSM) achieves a certified power conversion efficiency (PCE) of 20.95% for a 12.83 cm² aperture area, standing out as one"
10.1038/s41467-025-66752-2,,scale_up,scale_up,n-i-p,active_area_cm2,12.83,cm2,a certified power conversion efficiency (PCE) of 20.95% for a 12.83 cm² aperture area
10.1021/acsenergylett.4c03233,,scale_up,scale_up,unknown,pce_champion,25.5,%,"enabling PSCs to achieve power conversion efficiencies (PCEs) of 25.5% and 24.03% for aperture areas of 0.0625 and 1 cm 2, respectively"
